   atom    displacement
        32         2   -3.068495E-01   -1.676342E+00   -2.911262E-01
        32         3   -2.248680E-01   -2.535351E-01   -2.200546E+00
        33         1   -2.287746E+00    2.908193E-01    2.560430E-01
        33         2    3.068495E-01   -1.676342E+00   -2.911262E-01
        33         3    2.248680E-01   -2.535351E-01   -2.200546E+00
        34         1   -2.287746E+00    2.908193E-01   -2.560430E-01
        34         2    3.068495E-01   -1.676342E+00    2.911262E-01
        34         3   -2.248680E-01    2.535351E-01   -2.200546E+00
        35         1   -1.676342E+00   -2.911262E-01    3.068495E-01
        35         2   -2.535351E-01   -2.200546E+00    2.248680E-01
        35         3    2.908193E-01    2.560430E-01   -2.287746E+00
        36         1   -2.200546E+00   -2.248680E-01    2.535351E-01
        36         2   -2.560430E-01   -2.287746E+00    2.908193E-01
        36         3    2.911262E-01    3.068495E-01   -1.676342E+00
        37         1   -2.200546E+00    2.248680E-01   -2.535351E-01
        37         2    2.560430E-01   -2.287746E+00    2.908193E-01
        37         3   -2.911262E-01    3.068495E-01   -1.676342E+00
        38         1   -2.142370E+00   -2.060212E-01    2.074018E-01
        38         2   -2.074018E-01   -2.142370E+00    2.060212E-01
        38         3    2.060212E-01    2.074018E-01   -2.142370E+00
        39         1   -2.200546E+00   -2.248680E-01   -2.535351E-01
        39         2   -2.560430E-01   -2.287746E+00   -2.908193E-01
        39         3   -2.911262E-01   -3.068495E-01   -1.676342E+00
        40         1   -1.676342E+00    2.911262E-01    3.068495E-01
        40         2    2.535351E-01   -2.200546E+00   -2.248680E-01
        40         3    2.908193E-01   -2.560430E-01   -2.287746E+00
        41         1   -1.676342E+00    2.911262E-01   -3.068495E-01
        41         2    2.535351E-01   -2.200546E+00    2.248680E-01
        41         3   -2.908193E-01    2.560430E-01   -2.287746E+00
        42         1   -2.200546E+00    2.248680E-01    2.535351E-01
        42         2    2.560430E-01   -2.287746E+00   -2.908193E-01
        42         3    2.911262E-01   -3.068495E-01   -1.676342E+00
        43         1   -1.676342E+00    3.068495E-01    2.911262E-01
        43         2    2.908193E-01   -2.287746E+00   -2.560430E-01
        43         3    2.535351E-01   -2.248680E-01   -2.200546E+00
        44         1   -1.676342E+00    3.068495E-01   -2.911262E-01
        44         2    2.908193E-01   -2.287746E+00    2.560430E-01
        44         3   -2.535351E-01    2.248680E-01   -2.200546E+00
        45         1   -2.142370E+00   -2.060212E-01   -2.074018E-01
        45         2   -2.074018E-01   -2.142370E+00   -2.060212E-01
        45         3   -2.060212E-01   -2.074018E-01   -2.142370E+00
        46         1   -2.142370E+00    2.074018E-01   -2.060212E-01
        46         2    2.060212E-01   -2.142370E+00    2.074018E-01
        46         3   -2.074018E-01    2.060212E-01   -2.142370E+00
        47         1   -2.142370E+00   -2.074018E-01    2.060212E-01
        47         2   -2.060212E-01   -2.142370E+00    2.074018E-01
        47         3    2.074018E-01    2.060212E-01   -2.142370E+00
        48         1   -2.142370E+00    2.074018E-01    2.060212E-01
        48         2    2.060212E-01   -2.142370E+00   -2.074018E-01
        48         3    2.074018E-01   -2.060212E-01   -2.142370E+00
        49         1   -2.142370E+00    2.060212E-01   -2.074018E-01
        49         2    2.074018E-01   -2.142370E+00    2.060212E-01
        49         3   -2.060212E-01    2.074018E-01   -2.142370E+00
        50         1   -2.142370E+00    2.060212E-01    2.074018E-01
        50         2    2.074018E-01   -2.142370E+00   -2.060212E-01
        50         3    2.060212E-01   -2.074018E-01   -2.142370E+00
        51         1   -2.200546E+00    2.535351E-01   -2.248680E-01
        51         2    2.911262E-01   -1.676342E+00    3.068495E-01
        51         3   -2.560430E-01    2.908193E-01   -2.287746E+00
        52         1   -2.142370E+00   -2.074018E-01   -2.060212E-01
        52         2   -2.060212E-01   -2.142370E+00   -2.074018E-01
        52         3   -2.074018E-01   -2.060212E-01   -2.142370E+00
        53         1   -2.287746E+00   -2.908193E-01    2.560430E-01
        53         2   -3.068495E-01   -1.676342E+00    2.911262E-01
        53         3    2.248680E-01    2.535351E-01   -2.200546E+00
        54         1   -2.287746E+00   -2.560430E-01   -2.908193E-01
        54         2   -2.248680E-01   -2.200546E+00   -2.535351E-01
        54         3   -3.068495E-01   -2.911262E-01   -1.676342E+00
        55         1   -2.287746E+00    2.560430E-01    2.908193E-01
        55         2    2.248680E-01   -2.200546E+00   -2.535351E-01
        55         3    3.068495E-01   -2.911262E-01   -1.676342E+00
        56         1   -2.200546E+00   -2.535351E-01   -2.248680E-01
        56         2   -2.911262E-01   -1.676342E+00   -3.068495E-01
        56         3   -2.560430E-01   -2.908193E-01   -2.287746E+00

